"","spps","datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","phylo","crops","sppnum"
"1272","Fagus_crenata","zohner16","exp1","Fagus","crenata","","yes","18","14","16","timeonly",37.9375,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,37.9375,"exp","exp","fldest",1831,95.3468886724268,"Fagus_crenata",73,0.259079699672266,0.522249097258486,0.604387387090495,"Fagus_crenata","nocrop",146
"1273","Fagus_crenata","zohner16","exp1","Fagus","crenata","","yes","18","14","16","timeonly",23.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,23.5625,"exp","exp","fldest",2380,123.490985386386,"Fagus_crenata",73,0.259079699672266,0.522249097258486,1.36099008351425,"Fagus_crenata","nocrop",146
"1274","Fagus_engleriana","zohner16","exp1","Fagus","engleriana","","yes","18","14","8","timeonly",48,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,48,"exp","exp","fldest",989,61.1148070881309,"Fagus_engleriana",74,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Fagus_engleriana","nocrop",147
"1275","Fagus_engleriana","zohner16","exp1","Fagus","engleriana","","yes","18","14","8","timeonly",35.6875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,35.6875,"exp","exp","fldest",1831,95.3468886724268,"Fagus_engleriana",74,0.0237125458429542,-1.00803446073276,0.604387387090495,"Fagus_engleriana","nocrop",147
"1276","Fagus_engleriana","zohner16","exp1","Fagus","engleriana","","yes","18","14","8","timeonly",25.8125,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,25.8125,"exp","exp","fldest",2380,123.490985386386,"Fagus_engleriana",74,0.0237125458429542,-1.00803446073276,1.36099008351425,"Fagus_engleriana","nocrop",147
"1277","Fagus_engleriana","zohner16","exp1","Fagus","engleriana","","yes","18","14","16","timeonly",41.4375,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,41.4375,"exp","exp","fldest",989,61.1148070881309,"Fagus_engleriana",74,0.259079699672266,0.522249097258486,-0.164088760541305,"Fagus_engleriana","nocrop",147
"1278","Fagus_engleriana","zohner16","exp1","Fagus","engleriana","","yes","18","14","16","timeonly",30.75,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,30.75,"exp","exp","fldest",1831,95.3468886724268,"Fagus_engleriana",74,0.259079699672266,0.522249097258486,0.604387387090495,"Fagus_engleriana","nocrop",147
"1279","Fagus_engleriana","zohner16","exp1","Fagus","engleriana","","yes","18","14","16","timeonly",23.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,23.5625,"exp","exp","fldest",2380,123.490985386386,"Fagus_engleriana",74,0.259079699672266,0.522249097258486,1.36099008351425,"Fagus_engleriana","nocrop",147
"1280","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",82,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,82,"exp","exp","bothest",965,62.1705815212995,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,-0.817128576983778,"Fagus_grandifolia","nocrop",148
"1281","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",59.6,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,59.6,"exp","exp","bothest",965,62.1705815212995,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,-0.817128576983778,"Fagus_grandifolia","nocrop",148
"1282","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",76.4,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,76.4,"exp","exp","bothest",965,62.1705815212995,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,-0.817128576983778,"Fagus_grandifolia","nocrop",148
"1283","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",46.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,46.33333333,"exp","exp","bothest",949,60.337337283142,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,-0.825044211122475,"Fagus_grandifolia","nocrop",148
"1284","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",48.5,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,48.5,"exp","exp","bothest",965,62.1705815212995,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,-0.817128576983778,"Fagus_grandifolia","nocrop",148
"1285","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",46.33333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,46.33333333,"exp","exp","bothest",965,62.1705815212995,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,-0.817128576983778,"Fagus_grandifolia","nocrop",148
"1286","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",36.33333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,36.33333333,"exp","exp","bothest",965,62.1705815212995,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,-0.817128576983778,"Fagus_grandifolia","nocrop",148
"1287","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",39.25,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,39.25,"exp","exp","bothest",949,60.337337283142,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,-0.825044211122475,"Fagus_grandifolia","nocrop",148
"1288","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",42.66666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,42.66666667,"exp","exp","bothest",965,62.1705815212995,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,-0.817128576983778,"Fagus_grandifolia","nocrop",148
"1289","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",76.4,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,76.4,"exp","exp","bothest",949,60.337337283142,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,-0.825044211122475,"Fagus_grandifolia","nocrop",148
"1290","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",45,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,45,"exp","exp","bothest",949,60.337337283142,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,-0.825044211122475,"Fagus_grandifolia","nocrop",148
"1291","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",48.4,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,48.4,"exp","exp","bothest",949,60.337337283142,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,-0.825044211122475,"Fagus_grandifolia","nocrop",148
"1292","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",43.66666667,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,43.66666667,"exp","exp","bothest",949,60.337337283142,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,-0.825044211122475,"Fagus_grandifolia","nocrop",148
"1293","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",50,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,50,"exp","exp","bothest",965,62.1705815212995,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,-0.817128576983778,"Fagus_grandifolia","nocrop",148
"1294","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",62.5,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,62.5,"exp","exp","bothest",949,60.337337283142,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,-0.825044211122475,"Fagus_grandifolia","nocrop",148
"1295","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",54.2,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,54.2,"exp","exp","bothest",949,60.337337283142,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,-0.825044211122475,"Fagus_grandifolia","nocrop",148
"1296","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",46.66666667,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,3.88541666666667,46.66666667,"exp","exp","bothest",1685,78.1051281597331,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,-0.342190528661979,"Fagus_grandifolia","nocrop",148
"1297","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",41,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,10,12,3.88541666666667,41,"exp","exp","bothest",1685,78.1051281597331,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,-0.342190528661979,"Fagus_grandifolia","nocrop",148
"1298","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",43,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,10,12,3.88541666666667,43,"exp","exp","bothest",1685,78.1051281597331,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,-0.342190528661979,"Fagus_grandifolia","nocrop",148
"1299","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",54,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,3.86041666666667,54,"exp","exp","bothest",1669,76.2718839215756,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,-0.350106162800676,"Fagus_grandifolia","nocrop",148
"1300","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",36.83333333,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,15,12,3.88541666666667,36.83333333,"exp","exp","bothest",1685,78.1051281597331,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,-0.342190528661979,"Fagus_grandifolia","nocrop",148
"1301","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",40.8,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,15,12,3.88541666666667,40.8,"exp","exp","bothest",1685,78.1051281597331,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,-0.342190528661979,"Fagus_grandifolia","nocrop",148
"1302","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",46,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,3.86041666666667,46,"exp","exp","bothest",1669,76.2718839215756,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,-0.350106162800676,"Fagus_grandifolia","nocrop",148
"1303","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",35.2,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,15,12,3.86041666666667,35.2,"exp","exp","bothest",1669,76.2718839215756,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,-0.350106162800676,"Fagus_grandifolia","nocrop",148
"1304","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",42.5,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,3.86041666666667,42.5,"exp","exp","bothest",1669,76.2718839215756,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,-0.350106162800676,"Fagus_grandifolia","nocrop",148
"1305","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",53,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,3.88541666666667,53,"exp","exp","bothest",1685,78.1051281597331,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,-0.342190528661979,"Fagus_grandifolia","nocrop",148
"1306","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",32.4,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,15,12,3.86041666666667,32.4,"exp","exp","bothest",1669,76.2718839215756,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,-0.350106162800676,"Fagus_grandifolia","nocrop",148
"1307","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",52,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,3.86041666666667,52,"exp","exp","bothest",1669,76.2718839215756,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,-0.350106162800676,"Fagus_grandifolia","nocrop",148
"1308","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",45,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,3.88541666666667,45,"exp","exp","bothest",1685,78.1051281597331,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,-0.342190528661979,"Fagus_grandifolia","nocrop",148
"1309","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",40.25,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,10,12,3.86041666666667,40.25,"exp","exp","bothest",1669,76.2718839215756,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,-0.350106162800676,"Fagus_grandifolia","nocrop",148
"1310","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",36.5,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,10,12,3.86041666666667,36.5,"exp","exp","bothest",1669,76.2718839215756,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,-0.350106162800676,"Fagus_grandifolia","nocrop",148
"1311","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",49,1669,"4","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,5.36041666666667,49,"exp","exp","bothest",1669,81.5830994379268,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,0.124831885521123,"Fagus_grandifolia","nocrop",148
"1312","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",41.4,1669,"4","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,5.36041666666667,41.4,"exp","exp","bothest",1669,81.5830994379268,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,0.124831885521123,"Fagus_grandifolia","nocrop",148
"1313","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",44,1669,"4","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,5.36041666666667,44,"exp","exp","bothest",1669,81.5830994379268,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,0.124831885521123,"Fagus_grandifolia","nocrop",148
"1314","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","8","timeonly",44.4,1685,"4","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,5.38541666666667,44.4,"exp","exp","bothest",1685,83.4163436760843,"Fagus_grandifolia",75,-1.21196501176093,-1.00803446073276,0.132747519659819,"Fagus_grandifolia","nocrop",148
"1315","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",35.5,1685,"4","30","26-Jan-2015",45.932675,-74.02507,10,12,5.38541666666667,35.5,"exp","exp","bothest",1685,83.4163436760843,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,0.132747519659819,"Fagus_grandifolia","nocrop",148
"1316","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",24.16666667,1685,"4","30","26-Jan-2015",45.932675,-74.02507,15,12,5.38541666666667,24.16666667,"exp","exp","bothest",1685,83.4163436760843,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,0.132747519659819,"Fagus_grandifolia","nocrop",148
"1317","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",56,1669,"4","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,5.36041666666667,56,"exp","exp","bothest",1669,81.5830994379268,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,0.124831885521123,"Fagus_grandifolia","nocrop",148
"1318","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",33.33333333,1669,"4","30","21-Jan-2015",42.531705,-72.18992,10,12,5.36041666666667,33.33333333,"exp","exp","bothest",1669,81.5830994379268,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,0.124831885521123,"Fagus_grandifolia","nocrop",148
"1319","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",44.4,1669,"4","30","21-Jan-2015",42.531705,-72.18992,10,12,5.36041666666667,44.4,"exp","exp","bothest",1669,81.5830994379268,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,0.124831885521123,"Fagus_grandifolia","nocrop",148
"1320","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","8","timeonly",53,1685,"4","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,5.38541666666667,53,"exp","exp","bothest",1685,83.4163436760843,"Fagus_grandifolia",75,-0.329338184901013,-1.00803446073276,0.132747519659819,"Fagus_grandifolia","nocrop",148
"1321","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","15","5","12","timeonly",44.4,1685,"4","30","26-Jan-2015",45.932675,-74.02507,10,12,5.38541666666667,44.4,"exp","exp","bothest",1685,83.4163436760843,"Fagus_grandifolia",75,-0.917756069474291,-0.242892681737139,0.132747519659819,"Fagus_grandifolia","nocrop",148
"1322","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",30.5,1685,"4","30","26-Jan-2015",45.932675,-74.02507,15,12,5.38541666666667,30.5,"exp","exp","bothest",1685,83.4163436760843,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,0.132747519659819,"Fagus_grandifolia","nocrop",148
"1323","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",30,1669,"4","30","21-Jan-2015",42.531705,-72.18992,15,12,5.36041666666667,30,"exp","exp","bothest",1669,81.5830994379268,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,0.124831885521123,"Fagus_grandifolia","nocrop",148
"1324","Fagus_grandifolia","flynn18","exp1","Fagus","grandifolia",NA,"yes","20","10","12","timeonly",28.5,1669,"4","30","21-Jan-2015",42.531705,-72.18992,15,12,5.36041666666667,28.5,"exp","exp","bothest",1669,81.5830994379268,"Fagus_grandifolia",75,-0.0351292426143737,-0.242892681737139,0.124831885521123,"Fagus_grandifolia","nocrop",148
"1325","Fagus_orientalis","zohner16","exp1","Fagus","orientalis","","yes","18","14","8","timeonly",88,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,88,"exp","exp","fldest",989,61.1148070881309,"Fagus_orientalis",76,0.0237125458429542,-1.00803446073276,-0.164088760541305,"Fagus_orientalis","nocrop",149
"1326","Fagus_orientalis","zohner16","exp1","Fagus","orientalis","","yes","18","14","8","timeonly",61.625,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,61.625,"exp","exp","fldest",1831,95.3468886724268,"Fagus_orientalis",76,0.0237125458429542,-1.00803446073276,0.604387387090495,"Fagus_orientalis","nocrop",149
